id,kind,chapter,section,deck,promptLine,answer,tags,choice_A,choice_B,choice_C,choice_D,difficulty
ch3-s1-day2-005,vocab,3,"Numbers","Days 2","sānyuè — 三月","March",months|ch3|sec1,"September","October","March","November",2
ch3-s1-day2-006,vocab,3,"Numbers","Days 2","liùyuè — 六月","June",months|ch3|sec1,"June","July","April","August",2
ch3-s1-day2-007,vocab,3,"Numbers","Days 2","jiǔyuè — 九月","September",months|ch3|sec1,"November","September","December","February",2
ch3-s1-day2-008,vocab,3,"Numbers","Days 2","shíyuè — 十月","October",months|ch3|sec1,"October","August","April","March",2
ch3-s1-day2-009,vocab,3,"Numbers","Days 2","shíyīyuè — 十一月","November",months|ch3|sec1,"September","November","December","January",2
ch3-s1-day2-010,vocab,3,"Numbers","Days 2","Tuesday","xīngqīèr — 星期二",days|ch3|sec1,"xīngqīèr — 星期二","xīngqīsì — 星期四","xīngqīliù — 星期六","xīngqīyī — 星期一",2
ch3-s1-day2-011,vocab,3,"Numbers","Days 2","Saturday","xīngqīliù — 星期六",days|ch3|sec1,"xīngqīsān — 星期三","xīngqīliù — 星期六","xīngqīrì — 星期日","xīngqīsì — 星期四",2
ch3-s1-day2-012,vocab,3,"Numbers","Days 2","March","sānyuè — 三月",months|ch3|sec1,"èryuè — 二月","sānyuè — 三月","jiǔyuè — 九月","shíyīyuè — 十一月",2
ch3-s1-day2-013,vocab,3,"Numbers","Days 2","September","jiǔyuè — 九月",months|ch3|sec1,"jiǔyuè — 九月","shíyuè — 十月","shíyīyuè — 十一月","liùyuè — 六月",2
ch3-s1-day2-014,vocab,3,"Numbers","Days 2","November","shíyīyuè — 十一月",months|ch3|sec1,"shíyuè — 十月","shíyīyuè — 十一月","jiǔyuè — 九月","èryuè — 二月",2
ch3-phrase-3-1-1-001,vocab,3,"Sec 2","Phrases 3.2.1","wǒ jīntiān qù gōngsī — 我今天去公司","I go to work today.",phrases|ch3|sec1,"I go to work today.","I went to work yesterday.","I will go to work tomorrow.","I go to work on Sunday.",2
ch3-phrase-3-1-1-002,vocab,3,"Sec 2","Phrases 3.2.1","wǒ míngtiān zǎoshang zǒu — 我明天早上走","I leave tomorrow morning.",phrases|ch3|sec1,"I leave tomorrow morning.","I leave tomorrow night.","I leave this morning.","I leave later.",2
ch3-phrase-3-1-1-003,vocab,3,"Sec 2","Phrases 3.2.1","zuótiān wǎnshang wǒ hěn lèi — 昨天晚上我很累","I was very tired last night.",phrases|ch3|sec1,"I was very tired last night.","I am very tired tonight.","I will be tired tomorrow night.","I was tired this morning.",2
ch3-phrase-3-1-1-004,vocab,3,"Sec 2","Phrases 3.2.1","wǒ xiànzài zài jiā — 我现在在家","I am at home now.",phrases|ch3|sec1,"I am at home now.","I was at home yesterday.","I will be home tomorrow.","I am at home on the weekend.",2
ch3-phrase-3-1-1-005,vocab,3,"Sec 2","Phrases 3.2.1","xīngqīyī wǒ hěn máng — 星期一我很忙","I am very busy on Monday.",phrases|ch3|sec1,"I am very busy on Monday.","I am very busy on Friday.","I am busy this month.","I am busy tomorrow.",2
ch3-phrase-3-1-1-006,vocab,3,"Sec 2","Phrases 3.2.1","zhōumò wǒ xiǎng xiūxi — 周末我想休息","I want to rest on the weekend.",phrases|ch3|sec1,"I want to rest on the weekend.","I want to rest on Monday.","I want to rest later.","I want to rest this year.",2
ch3-phrase-3-1-1-007,vocab,3,"Sec 2","Phrases 3.2.1","wǒ yīyuè qù Běijīng — 我一月去北京","I go to Beijing in January.",phrases|ch3|sec1,"I go to Beijing in January.","I go to Beijing in April.","I go to Beijing on Monday.","I go to Beijing tomorrow.",2
ch3-phrase-3-1-1-008,vocab,3,"Sec 2","Phrases 3.2.1","jīnnián wǒ hěn máng — 今年我很忙","I am very busy this year.",phrases|ch3|sec1,"I am very busy this year.","I am very busy this month.","I am busy this weekend.","I was busy last year.",2
ch3-phrase-3-1-2-001,vocab,3,"Sec 2","Phrases 3.2.2","wǒ shíyī diǎn shuìjiào — 我十一点睡觉","I go to sleep at 11 o’clock.",phrases|ch3|sec1,"I go to sleep at 11 o’clock.","I go to sleep at 10 o’clock.","I go to sleep at 12 o’clock.","I go to sleep tomorrow.",3
ch3-phrase-3-1-2-002,vocab,3,"Sec 2","Phrases 3.2.2","xiànzài èrshí fēn — 现在二十分","It is 20 minutes now.",phrases|ch3|sec1,"It is 20 minutes now.","It is 45 minutes now.","It is 11 minutes now.","It is 20 o’clock now.",3
ch3-phrase-3-1-2-003,vocab,3,"Sec 2","Phrases 3.2.2","wǒ děng nǐ sìshíwǔ fēn — 我等你四十五分","I wait for you 45 minutes.",phrases|ch3|sec1,"I wait for you 45 minutes.","I wait for you 20 minutes.","I wait for you 45 hours.","I wait for you tomorrow.",3
ch3-phrase-3-1-2-004,vocab,3,"Sec 2","Phrases 3.2.2","wǒ yǐhòu zài lái — 我以后再来","I will come later.",phrases|ch3|sec1,"I will come later.","I came before.","I come now.","I come tomorrow morning.",2
ch3-phrase-3-1-2-005,vocab,3,"Sec 2","Phrases 3.2.2","yǐqián wǒ bù zài zhèlǐ — 以前我不在这里","Before, I was not here.",phrases|ch3|sec1,"Before, I was not here.","Now I am not here.","Tomorrow I am not here.","This weekend I am not here.",2
ch3-phrase-3-1-2-006,vocab,3,"Sec 2","Phrases 3.2.2","zhè gè yuè wǒ hěn máng — 这个月我很忙","I am very busy this month.",phrases|ch3|sec1,"I am very busy this month.","I am very busy this week.","I am very busy this year.","I am busy today.",2
ch3-phrase-3-1-2-007,vocab,3,"Sec 2","Phrases 3.2.2","wǒ zhōumò yào gōngzuò — 我周末要工作","I need to work on the weekend.",phrases|ch3|sec1,"I need to work on the weekend.","I work on Monday.","I want to rest on the weekend.","I worked last weekend.",2
ch3-phrase-3-1-2-008,vocab,3,"Sec 2","Phrases 3.2.2","nà gè shíhou wǒ hěn lèi — 那个时候我很累","At that time I was very tired.",phrases|ch3|sec1,"At that time I was very tired.","Now I am very tired.","Tomorrow I will be tired.","This month I am tired.",2
travel4-food1-001,vocab,4,"Food & Ordering","Food","fàn — 饭","Rice / meal",travel|food,"Rice / meal","Noodles","Meat","Dish / vegetables",1
travel4-food1-002,vocab,4,"Food & Ordering","Food","miàn — 面","Noodles",travel|food,"Rice / meal","Noodles","Tea","Coffee",1
travel4-food1-003,vocab,4,"Food & Ordering","Food","ròu — 肉","Meat",travel|food,"Chicken","Beef","Meat","Dish / vegetables",1
travel4-food1-004,vocab,4,"Food & Ordering","Food","cài — 菜","Dish / vegetables",travel|food,"Dish / vegetables","Rice / meal","Noodles","Meat",1
travel4-food1-005,vocab,4,"Food & Ordering","Food","kāfēi — 咖啡","Coffee",travel|food,"Tea","Coffee","Noodles","Rice / meal",1
travel4-food1-006,vocab,4,"Food & Ordering","Food","chá — 茶","Tea",travel|food,"Coffee","Tea","Water","Beer",1
travel4-food1-007,vocab,4,"Food & Ordering","Food","jī — 鸡","Chicken",travel|food,"Chicken","Beef","Meat","Fish",1
travel4-food1-008,vocab,4,"Food & Ordering","Food","niú — 牛","Beef",travel|food,"Chicken","Beef","Meat","Pork",1
travel4-food1-009,vocab,4,"Food & Ordering","Food","Rice / meal","fàn — 饭",travel|food|reverse,"fàn — 饭","miàn — 面","ròu — 肉","cài — 菜",1
travel4-food1-010,vocab,4,"Food & Ordering","Food","Noodles","miàn — 面",travel|food|reverse,"cài — 菜","miàn — 面","kāfēi — 咖啡","chá — 茶",1
travel4-food1-011,vocab,4,"Food & Ordering","Food","Meat","ròu — 肉",travel|food|reverse,"niú — 牛","jī — 鸡","ròu — 肉","fàn — 饭",1
travel4-food1-012,vocab,4,"Food & Ordering","Food","Dish / vegetables","cài — 菜",travel|food|reverse,"cài — 菜","miàn — 面","chá — 茶","kāfēi — 咖啡",1
travel4-food1-013,vocab,4,"Food & Ordering","Food","Coffee","kāfēi — 咖啡",travel|food|reverse,"chá — 茶","kāfēi — 咖啡","miàn — 面","fàn — 饭",1
travel4-food1-014,vocab,4,"Food & Ordering","Food","Tea","chá — 茶",travel|food|reverse,"chá — 茶","kāfēi — 咖啡","ròu — 肉","cài — 菜",1
travel4-food1-015,vocab,4,"Food & Ordering","Food","Chicken","jī — 鸡",travel|food|reverse,"niú — 牛","jī — 鸡","ròu — 肉","fàn — 饭",1
travel4-food1-016,vocab,4,"Food & Ordering","Food","Beef","niú — 牛",travel|food|reverse,"jī — 鸡","niú — 牛","cài — 菜","miàn — 面",1
travel4-food2-001,vocab,4,"Food & Ordering","Ordering","diǎn — 点","Order",travel|ordering,"Order","Buy","Choose","Bring",1
travel4-food2-002,vocab,4,"Food & Ordering","Ordering","jiào — 叫","Call / order",travel|ordering,"Call / order","Wait","Buy","Choose",1
travel4-food2-003,vocab,4,"Food & Ordering","Ordering","shì — 试","Try",travel|ordering,"Try","Buy","Take","Wait",1
travel4-food2-004,vocab,4,"Food & Ordering","Ordering","ná — 拿","Take",travel|ordering,"Take","Bring","Order","Choose",1
travel4-food2-005,vocab,4,"Food & Ordering","Ordering","děng — 等","Wait",travel|ordering,"Wait","Look","Call","Buy",1
travel4-food2-006,vocab,4,"Food & Ordering","Ordering","xuǎn — 选","Choose",travel|ordering,"Choose","Order","Try","Buy",1
travel4-food2-007,vocab,4,"Food & Ordering","Ordering","lái — 来","Bring / have",travel|ordering,"Bring / have","Go","Wait","Take",1
travel4-food2-008,vocab,4,"Food & Ordering","Ordering","mǎi — 买","Buy",travel|ordering,"Buy","Order","Choose","Pay",1
travel4-food2-009,vocab,4,"Food & Ordering","Ordering","Order","diǎn — 点",travel|ordering|reverse,"diǎn — 点","xuǎn — 选","mǎi — 买","ná — 拿",1
travel4-food2-010,vocab,4,"Food & Ordering","Ordering","Order","diǎn — 点",travel|ordering|reverse,"diǎn — 点","mǎi — 买","xuǎn — 选","ná — 拿",1
travel4-food2-011,vocab,4,"Food & Ordering","Ordering","Call / order","jiào — 叫",travel|ordering|reverse,"jiào — 叫","lái — 来","děng — 等","mǎi — 买",1
travel4-food2-012,vocab,4,"Food & Ordering","Ordering","Try","shì — 试",travel|ordering|reverse,"shì — 试","xuǎn — 选","ná — 拿","děng — 等",1
travel4-food2-013,vocab,4,"Food & Ordering","Ordering","Take","ná — 拿",travel|ordering|reverse,"ná — 拿","lái — 来","mǎi — 买","diǎn — 点",1
travel4-food2-014,vocab,4,"Food & Ordering","Ordering","Wait","děng — 等",travel|ordering|reverse,"děng — 等","jiào — 叫","xuǎn — 选","lái — 来",1
travel4-food2-015,vocab,4,"Food & Ordering","Ordering","Choose","xuǎn — 选",travel|ordering|reverse,"xuǎn — 选","diǎn — 点","shì — 试","mǎi — 买",1
travel4-food2-016,vocab,4,"Food & Ordering","Ordering","Bring / have","lái — 来",travel|ordering|reverse,"lái — 来","ná — 拿","jiào — 叫","děng — 等",1
travel4-food2-017,vocab,4,"Food & Ordering","Ordering","Buy","mǎi — 买",travel|ordering|reverse,"mǎi — 买","diǎn — 点","xuǎn — 选","ná — 拿",1
travel4-food3-001,vocab,4,"Food & Ordering","Dining Words","càidān — 菜单","Menu",travel|dining,"Menu","Table","Cup","Server",1
travel4-food3-002,vocab,4,"Food & Ordering","Dining Words","fúwùyuán — 服务员","Server",travel|dining,"Server","Customer","Cook","Manager",1
travel4-food3-003,vocab,4,"Food & Ordering","Dining Words","kǒuwèi — 口味","Flavor",travel|dining,"Flavor","Taste test","Spicy","Sweet",1
travel4-food3-004,vocab,4,"Food & Ordering","Dining Words","là — 辣","Spicy",travel|dining,"Spicy","Sweet","Salty","Bitter",1
travel4-food3-005,vocab,4,"Food & Ordering","Dining Words","tián — 甜","Sweet",travel|dining,"Sweet","Salty","Spicy","Sour",1
travel4-food3-006,vocab,4,"Food & Ordering","Dining Words","xián — 咸","Salty",travel|dining,"Salty","Sweet","Spicy","Bland",1
travel4-food3-007,vocab,4,"Food & Ordering","Dining Words","bēizi — 杯子","Cup",travel|dining,"Cup","Plate","Bowl","Glass",1
travel4-food3-008,vocab,4,"Food & Ordering","Dining Words","zhuōzi — 桌子","Table",travel|dining,"Table","Chair","Menu","Room",1
travel4-food3-009,vocab,4,"Food & Ordering","Dining Words","Menu","càidān — 菜单",travel|dining|reverse,"càidān — 菜单","zhuōzi — 桌子","bēizi — 杯子","fúwùyuán — 服务员",1
travel4-food3-010,vocab,4,"Food & Ordering","Dining Words","Server","fúwùyuán — 服务员",travel|dining|reverse,"fúwùyuán — 服务员","càidān — 菜单","zhuōzi — 桌子","bēizi — 杯子",1
travel4-food3-011,vocab,4,"Food & Ordering","Dining Words","Flavor","kǒuwèi — 口味",travel|dining|reverse,"kǒuwèi — 口味","là — 辣","tián — 甜","xián — 咸",1
travel4-food3-012,vocab,4,"Food & Ordering","Dining Words","Spicy","là — 辣",travel|dining|reverse,"là — 辣","tián — 甜","xián — 咸","kǒuwèi — 口味",1
travel4-food3-013,vocab,4,"Food & Ordering","Dining Words","Sweet","tián — 甜",travel|dining|reverse,"tián — 甜","là — 辣","xián — 咸","kǒuwèi — 口味",1
travel4-food3-014,vocab,4,"Food & Ordering","Dining Words","Salty","xián — 咸",travel|dining|reverse,"xián — 咸","tián — 甜","là — 辣","kǒuwèi — 口味",1
travel4-food3-015,vocab,4,"Food & Ordering","Dining Words","Cup","bēizi — 杯子",travel|dining|reverse,"bēizi — 杯子","zhuōzi — 桌子","càidān — 菜单","fúwùyuán — 服务员",1
travel4-food3-016,vocab,4,"Food & Ordering","Dining Words","Table","zhuōzi — 桌子",travel|dining|reverse,"zhuōzi — 桌子","bēizi — 杯子","càidān — 菜单","fúwùyuán — 服务员",1
travel4-food4-001,phrase,4,"Food & Ordering","Food Phrases","wǒ yào diǎn cài — 我要点菜","I want to order food.",travel|food|phrase,"I want to order food.","I want this dish.","I want rice.","I want noodles.",1
travel4-food4-002,phrase,4,"Food & Ordering","Food Phrases","wǒ yào zhè ge cài — 我要这个菜","I want this dish.",travel|food|phrase,"I want this dish.","I want to order food.","This dish is good.","I want chicken.",1
travel4-food4-003,phrase,4,"Food & Ordering","Food Phrases","wǒ yào miàn — 我要面","I want noodles.",travel|food|phrase,"I want noodles.","I want rice.","I want beef.","I want water.",1
travel4-food4-004,phrase,4,"Food & Ordering","Food Phrases","wǒ yào fàn — 我要饭","I want rice.",travel|food|phrase,"I want rice.","I want noodles.","I want food.","I want chicken.",1
travel4-food4-005,phrase,4,"Food & Ordering","Food Phrases","wǒ yào jī — 我要鸡","I want chicken.",travel|food|phrase,"I want chicken.","I want beef.","I want food.","I want this dish.",1
travel4-food4-006,phrase,4,"Food & Ordering","Food Phrases","wǒ yào niú — 我要牛","I want beef.",travel|food|phrase,"I want beef.","I want chicken.","I want noodles.","I want rice.",1
travel4-food4-007,phrase,4,"Food & Ordering","Food Phrases","wǒ yào chá — 我要茶","I want tea.",travel|food|phrase,"I want tea.","I want coffee.","I want water.","I want rice.",1
travel4-food4-008,phrase,4,"Food & Ordering","Food Phrases","wǒ yào kāfēi — 我要咖啡","I want coffee.",travel|food|phrase,"I want coffee.","I want tea.","I want water.","I want food.",1
travel4-food4-009,phrase,4,"Food & Ordering","Food Phrases","wǒ yào shuǐ — 我要水","I want water.",travel|food|phrase,"I want water.","I want tea.","I want rice.","I want noodles.",1
travel4-food4-010,phrase,4,"Food & Ordering","Food Phrases","zhè tài là le — 这太辣了","This is too spicy.",travel|food|phrase,"This is too spicy.","This is very good.","This is cheap.","This is wrong.",1
travel4-food4-011,phrase,4,"Food & Ordering","Food Phrases","zhè hěn hǎo — 这很好","This is good.",travel|food|phrase,"This is good.","This is too spicy.","This is cheap.","This is wrong.",1
travel4-food4-012,phrase,4,"Food & Ordering","Food Phrases","qǐng gěi wǒ zhàngdān — 请给我账单","The bill, please.",travel|food|phrase,"The bill, please.","I want to pay.","This is expensive.","I want food.",1
travel4-daily1-001,vocab,4,"Daily Needs","Services","shāngdiàn — 商店","Store",travel|services,"Store","Bank","Hotel","Restaurant",1
travel4-daily1-002,vocab,4,"Daily Needs","Services","yínháng — 银行","Bank",travel|services,"Bank","Hospital","Store","Pharmacy",1
travel4-daily1-003,vocab,4,"Daily Needs","Services","yīyuàn — 医院","Hospital",travel|services,"Hospital","Hotel","Bank","Bathroom",1
travel4-daily1-004,vocab,4,"Daily Needs","Services","cèsuǒ — 厕所","Bathroom",travel|services,"Bathroom","Store","Hotel","Hospital",1
travel4-daily1-005,vocab,4,"Daily Needs","Services","fàndiàn — 饭店","Restaurant",travel|services,"Restaurant","Hotel","Store","Bank",1
travel4-daily1-006,vocab,4,"Daily Needs","Services","jiǔdiàn — 酒店","Hotel",travel|services,"Hotel","Restaurant","Hospital","Store",1
travel4-daily1-007,vocab,4,"Daily Needs","Services","chāoshì — 超市","Supermarket",travel|services,"Supermarket","Pharmacy","Store","Restaurant",1
travel4-daily1-008,vocab,4,"Daily Needs","Services","yàofáng — 药房","Pharmacy",travel|services,"Pharmacy","Hospital","Store","Bank",1
travel4-daily1-009,vocab,4,"Daily Needs","Services","Store","shāngdiàn — 商店",travel|services|reverse,"shāngdiàn — 商店","yínháng — 银行","fàndiàn — 饭店","chāoshì — 超市",1
travel4-daily1-010,vocab,4,"Daily Needs","Services","Bank","yínháng — 银行",travel|services|reverse,"yínháng — 银行","yīyuàn — 医院","jiǔdiàn — 酒店","yàofáng — 药房",1
travel4-daily1-011,vocab,4,"Daily Needs","Services","Hospital","yīyuàn — 医院",travel|services|reverse,"yīyuàn — 医院","cèsuǒ — 厕所","jiǔdiàn — 酒店","yínháng — 银行",1
travel4-daily1-012,vocab,4,"Daily Needs","Services","Bathroom","cèsuǒ — 厕所",travel|services|reverse,"cèsuǒ — 厕所","yàofáng — 药房","fàndiàn — 饭店","chāoshì — 超市",1
travel4-daily1-013,vocab,4,"Daily Needs","Services","Restaurant","fàndiàn — 饭店",travel|services|reverse,"fàndiàn — 饭店","jiǔdiàn — 酒店","shāngdiàn — 商店","yínháng — 银行",1
travel4-daily1-014,vocab,4,"Daily Needs","Services","Hotel","jiǔdiàn — 酒店",travel|services|reverse,"jiǔdiàn — 酒店","yīyuàn — 医院","chāoshì — 超市","yàofáng — 药房",1
travel4-daily1-015,vocab,4,"Daily Needs","Services","Supermarket","chāoshì — 超市",travel|services|reverse,"chāoshì — 超市","shāngdiàn — 商店","fàndiàn — 饭店","yínháng — 银行",1
travel4-daily1-016,vocab,4,"Daily Needs","Services","Pharmacy","yàofáng — 药房",travel|services|reverse,"yàofáng — 药房","yīyuàn — 医院","cèsuǒ — 厕所","chāoshì — 超市",1
travel4-daily2-001,vocab,4,"Daily Needs","Money","qián — 钱","Money",travel|money,"Money","Cash","Price","Card",1
travel4-daily2-002,vocab,4,"Daily Needs","Money","xiànjīn — 现金","Cash",travel|money,"Cash","Money","Change","Card",1
travel4-daily2-003,vocab,4,"Daily Needs","Money","kǎ — 卡","Card",travel|money,"Card","Cash","Money","Price",1
travel4-daily2-004,vocab,4,"Daily Needs","Money","fù — 付","Pay",travel|money,"Pay","Buy","Give","Cost",1
travel4-daily2-005,vocab,4,"Daily Needs","Money","zhǎo — 找","Give change",travel|money,"Give change","Find","Pay","Cost",1
travel4-daily2-006,vocab,4,"Daily Needs","Money","guì — 贵","Expensive",travel|money,"Expensive","Cheap","Price","Money",1
travel4-daily2-007,vocab,4,"Daily Needs","Money","piányi — 便宜","Cheap",travel|money,"Cheap","Expensive","Free","Cost",1
travel4-daily2-008,vocab,4,"Daily Needs","Money","jiàgé — 价格","Price",travel|money,"Price","Money","Cost","Cash",1
travel4-daily2-009,vocab,4,"Daily Needs","Money","Money","qián — 钱",travel|money|reverse,"qián — 钱","xiànjīn — 现金","jiàgé — 价格","kǎ — 卡",1
travel4-daily2-010,vocab,4,"Daily Needs","Money","Cash","xiànjīn — 现金",travel|money|reverse,"xiànjīn — 现金","qián — 钱","zhǎo — 找","kǎ — 卡",1
travel4-daily2-011,vocab,4,"Daily Needs","Money","Card","kǎ — 卡",travel|money|reverse,"kǎ — 卡","xiànjīn — 现金","qián — 钱","jiàgé — 价格",1
travel4-daily2-012,vocab,4,"Daily Needs","Money","Pay","fù — 付",travel|money|reverse,"fù — 付","mǎi — 买","zhǎo — 找","jiàgé — 价格",1
travel4-daily2-013,vocab,4,"Daily Needs","Money","Give change","zhǎo — 找",travel|money|reverse,"zhǎo — 找","fù — 付","qián — 钱","jiàgé — 价格",1
travel4-daily2-014,vocab,4,"Daily Needs","Money","Expensive","guì — 贵",travel|money|reverse,"guì — 贵","piányi — 便宜","jiàgé — 价格","qián — 钱",1
travel4-daily2-015,vocab,4,"Daily Needs","Money","Cheap","piányi — 便宜",travel|money|reverse,"piányi — 便宜","guì — 贵","jiàgé — 价格","xiànjīn — 现金",1
travel4-daily2-016,vocab,4,"Daily Needs","Money","Price","jiàgé — 价格",travel|money|reverse,"jiàgé — 价格","qián — 钱","guì — 贵","kǎ — 卡",1
travel4-daily3-001,vocab,4,"Daily Needs","Help Words","bāng — 帮","Help",travel|help,"Help","Ask","Know","Find",1
travel4-daily3-002,vocab,4,"Daily Needs","Help Words","wèn — 问","Ask",travel|help,"Ask","Help","Know","Answer",1
travel4-daily3-003,vocab,4,"Daily Needs","Help Words","zhīdào — 知道","Know",travel|help,"Know","Ask","Help","Find",1
travel4-daily3-004,vocab,4,"Daily Needs","Help Words","mí — 迷","Lost",travel|help,"Lost","Wrong","Here","There",1
travel4-daily3-005,vocab,4,"Daily Needs","Help Words","dōngxi — 东西","Thing",travel|help,"Thing","Place","Money","Help",1
travel4-daily3-006,vocab,4,"Daily Needs","Help Words","zhèlǐ — 这里","Here",travel|help,"Here","There","Where","Inside",1
travel4-daily3-007,vocab,4,"Daily Needs","Help Words","nàlǐ — 那里","There",travel|help,"There","Here","Where","Outside",1
travel4-daily3-008,vocab,4,"Daily Needs","Help Words","cuò — 错","Wrong",travel|help,"Wrong","Lost","Right","Correct",1
travel4-daily3-009,vocab,4,"Daily Needs","Help Words","Help","bāng — 帮",travel|help|reverse,"bāng — 帮","wèn — 问","zhīdào — 知道","mí — 迷",1
travel4-daily3-010,vocab,4,"Daily Needs","Help Words","Ask","wèn — 问",travel|help|reverse,"wèn — 问","bāng — 帮","zhīdào — 知道","cuò — 错",1
travel4-daily3-011,vocab,4,"Daily Needs","Help Words","Know","zhīdào — 知道",travel|help|reverse,"zhīdào — 知道","wèn — 问","bāng — 帮","dōngxi — 东西",1
travel4-daily3-012,vocab,4,"Daily Needs","Help Words","Lost","mí — 迷",travel|help|reverse,"mí — 迷","cuò — 错","nàlǐ — 那里","zhèlǐ — 这里",1
travel4-daily3-013,vocab,4,"Daily Needs","Help Words","Thing","dōngxi — 东西",travel|help|reverse,"dōngxi — 东西","bāng — 帮","wèn — 问","zhīdào — 知道",1
travel4-daily3-014,vocab,4,"Daily Needs","Help Words","Here","zhèlǐ — 这里",travel|help|reverse,"zhèlǐ — 这里","nàlǐ — 那里","mí — 迷","cuò — 错",1
travel4-daily3-015,vocab,4,"Daily Needs","Help Words","There","nàlǐ — 那里",travel|help|reverse,"nàlǐ — 那里","zhèlǐ — 这里","dōngxi — 东西","mí — 迷",1
travel4-daily3-016,vocab,4,"Daily Needs","Help Words","Wrong","cuò — 错",travel|help|reverse,"cuò — 错","mí — 迷","wèn — 问","bāng — 帮",1
travel4-daily4-001,phrase,4,"Daily Needs","Daily Phrases","cèsuǒ zài nǎlǐ — 厕所在哪里","Where is the bathroom?",travel|daily|phrase,"Where is the bathroom?","Where is the store?","Where is the hotel?","Where is the bank?",1
travel4-daily4-002,phrase,4,"Daily Needs","Daily Phrases","shāngdiàn zài nǎlǐ — 商店在哪里","Where is the store?",travel|daily|phrase,"Where is the store?","Where is the hotel?","Where is the bank?","Where is the bathroom?",1
travel4-daily4-003,phrase,4,"Daily Needs","Daily Phrases","jiǔdiàn zài nǎlǐ — 酒店在哪里","Where is the hotel?",travel|daily|phrase,"Where is the hotel?","Where is the store?","Where is the airport?","Where is the bank?",1
travel4-daily4-004,phrase,4,"Daily Needs","Daily Phrases","yínháng zài nǎlǐ — 银行在哪里","Where is the bank?",travel|daily|phrase,"Where is the bank?","Where is the hotel?","Where is the store?","Where is the bathroom?",1
travel4-daily4-005,phrase,4,"Daily Needs","Daily Phrases","zhè tài guì le — 这太贵了","This is too expensive.",travel|daily|phrase,"This is too expensive.","This is cheap.","This is wrong.","This is good.",1
travel4-daily4-006,phrase,4,"Daily Needs","Daily Phrases","zhè hěn piányi — 这很便宜","This is cheap.",travel|daily|phrase,"This is cheap.","This is expensive.","This is good.","This is wrong.",1
travel4-daily4-007,phrase,4,"Daily Needs","Daily Phrases","zhè duōshao qián — 这多少钱","How much is this?",travel|daily|phrase,"How much is this?","This is expensive.","I want to pay.","This is cheap.",1
travel4-daily4-008,phrase,4,"Daily Needs","Daily Phrases","wǒ yào fù — 我要付","I want to pay.",travel|daily|phrase,"I want to pay.","I want to buy.","I want to leave.","I want help.",1
travel4-daily4-009,phrase,4,"Daily Needs","Daily Phrases","kěyǐ yòng kǎ ma — 可以用卡吗","Can I use a card?",travel|daily|phrase,"Can I use a card?","Can I pay cash?","Is this expensive?","Do you have change?",1
travel4-daily4-010,phrase,4,"Daily Needs","Daily Phrases","wǒ xūyào bāngmáng — 我需要帮忙","I need help.",travel|daily|phrase,"I need help.","I am lost.","This is wrong.","I want to ask.",1
travel4-daily4-011,phrase,4,"Daily Needs","Daily Phrases","wǒ mí le — 我迷了","I’m lost.",travel|daily|phrase,"I’m lost.","I need help.","I am wrong.","I don’t know.",1
travel4-daily4-012,phrase,4,"Daily Needs","Daily Phrases","zhè shì cuò de — 这是错的","This is wrong.",travel|daily|phrase,"This is wrong.","This is expensive.","This is cheap.","This is good.",1
travel4-move1-001,vocab,4,"Getting Around","Transport","chē — 车","Vehicle",travel|transport,"Vehicle","Taxi","Bus","Train",1
travel4-move1-002,vocab,4,"Getting Around","Transport","chūzūchē — 出租车","Taxi",travel|transport,"Taxi","Bus","Train","Vehicle",1
travel4-move1-003,vocab,4,"Getting Around","Transport","gōnggòng qìchē — 公共汽车","Bus",travel|transport,"Bus","Subway","Train","Shuttle",1
travel4-move1-004,vocab,4,"Getting Around","Transport","dìtiě — 地铁","Subway",travel|transport,"Subway","Bus","Train","Taxi",1
travel4-move1-005,vocab,4,"Getting Around","Transport","huǒchē — 火车","Train",travel|transport,"Train","Subway","Bus","Vehicle",1
travel4-move1-006,vocab,4,"Getting Around","Transport","fēijī — 飞机","Airplane",travel|transport,"Airplane","Train","Bus","Shuttle",1
travel4-move1-007,vocab,4,"Getting Around","Transport","zìxíngchē — 自行车","Bicycle",travel|transport,"Bicycle","Motorcycle","Vehicle","Shuttle",1
travel4-move1-008,vocab,4,"Getting Around","Transport","bānchē — 班车","Shuttle",travel|transport,"Shuttle","Bus","Taxi","Train",1
travel4-move1-009,vocab,4,"Getting Around","Transport","Vehicle","chē — 车",travel|transport|reverse,"chē — 车","huǒchē — 火车","chūzūchē — 出租车","gōnggòng qìchē — 公共汽车",1
travel4-move1-010,vocab,4,"Getting Around","Transport","Taxi","chūzūchē — 出租车",travel|transport|reverse,"chūzūchē — 出租车","bānchē — 班车","gōnggòng qìchē — 公共汽车","chē — 车",1
travel4-move1-011,vocab,4,"Getting Around","Transport","Bus","gōnggòng qìchē — 公共汽车",travel|transport|reverse,"gōnggòng qìchē — 公共汽车","dìtiě — 地铁","bānchē — 班车","huǒchē — 火车",1
travel4-move1-012,vocab,4,"Getting Around","Transport","Subway","dìtiě — 地铁",travel|transport|reverse,"dìtiě — 地铁","huǒchē — 火车","gōnggòng qìchē — 公共汽车","bānchē — 班车",1
travel4-move1-013,vocab,4,"Getting Around","Transport","Train","huǒchē — 火车",travel|transport|reverse,"huǒchē — 火车","dìtiě — 地铁","bānchē — 班车","chē — 车",1
